id_cliente,nombre_cliente,direccion,comuna,tipo_cliente,fecha_alta_contrato
CL-00251,Francisca Fabiola Benavides Paredes,Caupolicán 87,Concepción,Residencial,2021-04-12
CL-00252,Félix Fernández,Calle Carmen Espinoza 16 Of. 6547,Talcahuano,Residencial,2016-10-09
CL-00253,Hortensia Claudia Guzmán Llanos,Matta 84 Of. 1358,Chiguayante,Residencial,2018-04-16
CL-00254,Diego José Rojas Cárdenas,Calle Camila Fuentes 699 Dpto. 98,Concepción,Residencial,2019-08-30
CL-00255,Héctor Muñoz-Letelier,Avda. Lastarria 28 Of. 4089,Concepción,Industrial,2014-04-24
CL-00256,Ester López Fernández,Av. Daniel Barrientos 7255,Talcahuano,Residencial,2016-07-18
CL-00257,Claudia Mendoza Peña,Christian Iturra 9081,San Pedro de la Paz,Comercial,2013-02-21
CL-00258,Cristian Alan Guerrero Lobos,Los Laureles 4403 Dpto. 741,Hualpén,Residencial,2021-04-17
CL-00259,Juana Fernanda Rojas Olivares,Calle Alberto Hurtado 2892 Of. 4966,Hualpén,Residencial,2019-10-11
CL-00260,Ana Dina San Martín González,Rubén Tapia 814 Piso 24,Concepción,Residencial,2018-11-26
CL-00261,Claudia Paulina Cabrera Gutiérrez,Pedro Aguirre Cerda 488,Hualpén,Residencial,2018-01-26
CL-00262,Juan Paz Díaz,Camino Caupolicán 9 Of. 417,San Pedro de la Paz,Residencial,2023-01-27
CL-00263,Ariela Olga Sandoval Pizarro,Calle Josefa Rodríguez 9211 Dpto. 37,Concepción,Residencial,2014-07-13
CL-00264,Valentina González-Zamora Vergara,Ramón Carnicer 193,Talcahuano,Residencial,2013-06-01
CL-00265,Jennifer Araneda Carrasco,Calle Las Mandarinas 7205 Dpto. 9643,San Pedro de la Paz,Residencial,2021-03-04
CL-00266,Cristopher Carlos Cofré Cáceres,Los Aromos 281,Chiguayante,Residencial,2015-08-05
CL-00267,Virginia Díaz Carrillo,Calle Alonso de Ercilla 412 Piso 1,Hualpén,Residencial,2019-09-14
CL-00268,José Víctor Muñoz Saldivia,Los Abedules 387 Of. 786,Chiguayante,Residencial,2015-07-15
CL-00269,Viviana Castro-Cid Ramírez,Calle San Martín 395 Dpto. 948,Talcahuano,Residencial,2017-09-16
CL-00270,Walter Carrasco Silva,Los Lirios 9522 Of. 6703,Concepción,Residencial,2020-08-24
CL-00271,Rubén Matamala,Los Piñones 1,Chiguayante,Residencial,2017-06-27
CL-00272,Javier Oscar Baez-Lagos Arévalo,Calle María Navarro 3979 Dpto. 158,Chiguayante,Residencial,2018-09-25
CL-00273,Ángela Consuelo Navarrete García,Calle Las Mosquetas 745,San Pedro de la Paz,Comercial,2012-04-06
CL-00274,Matías Rivas Gallardo,Joaquín Villalobos 5213 Dpto. 49,San Pedro de la Paz,Comercial,2018-12-08
CL-00275,María Danitza Rivera Viveros,Las Rosas 59 Of. 497,Talcahuano,Residencial,2016-10-10
CL-00276,Thiago Díaz-Villarroel Riquelme,Camino María Montecinos 6270,Talcahuano,Residencial,2012-04-05
CL-00277,Angie Morales Salas,Calle Lautaro 575,Chiguayante,Residencial,2012-12-08
CL-00278,María Irene Bravo Molina,Calle Marta Vega 648,Hualpén,Residencial,2021-04-17
CL-00279,Karla Pulgar Miranda,Marjorie Luengo 34,Chiguayante,Residencial,2018-04-07
CL-00280,Luz Campos Calderón,Claudio Meza 6186 Dpto. 6405,Chiguayante,Residencial,2014-12-11
CL-00281,Christian Javier Vega Toro,Lord Thomas Cochrane 40,San Pedro de la Paz,Residencial,2015-11-28
CL-00282,Ricardo Norberto Fernández Águila,Los Aromos 6451 Piso 8,Talcahuano,Comercial,2019-09-10
CL-00283,Elvira Silvia Valderrama Saavedra,Avenida Caupolicán 144 Of. 8073,Talcahuano,Residencial,2016-01-31
CL-00284,Joel Cortés Vergara,Alexander Muñoz 2222 Piso 1,Concepción,Residencial,2024-09-03
CL-00285,Paulo Amaro Villegas Bernal,Calle Los Alerces 6390 Of. 652,Hualpén,Residencial,2015-01-16
CL-00286,Carla Silva Fuentes,Salvador Allende Gossens 2824 Dpto. 4370,Concepción,Comercial,2017-08-08
CL-00287,José Paredes Bravo,Calle Los Coihues 8791,Talcahuano,Residencial,2019-01-10
CL-00288,Julia Pérez Herrera,Pasaje Diego Barros Arana 1902,Talcahuano,Residencial,2013-12-06
CL-00289,Sara Manríquez Beltrán,Los Aromos 53,Concepción,Residencial,2012-12-29
CL-00290,Bastián Ricardo Ávila-Vergara Martinez,Calle Héctor Fernández 4956,Hualpén,Residencial,2022-09-28
CL-00291,Patricia Zurita Alarcón,Av. Los Abedules 5,Concepción,Residencial,2018-05-05
CL-00292,Rosa Camila Martínez García,Calle Los Coihues 858 Of. 720,Concepción,Residencial,2019-03-21
CL-00293,Nilda Danae Marchant Valenzuela,Juan Mackenna 2884,Chiguayante,Residencial,2019-03-22
CL-00294,Rosa Tapia Palma,Calle Los Naranjos 8182,Talcahuano,Residencial,2012-11-25
CL-00295,Ada Carolina Correa Moraga,Las Lilas 1969,Concepción,Residencial,2020-02-25
CL-00296,Elena Jaramillo,Avenida Alonso de Ercilla 255 Dpto. 954,Talcahuano,Residencial,2017-03-19
CL-00297,Bastián Ignacio Lara Fuentealba,Calle Las Rosas 866,Chiguayante,Residencial,2018-11-18
CL-00298,Javier Méndez Álvarez,Avda. Las Hortensias 4640,Concepción,Residencial,2017-06-19
CL-00299,Sylvia Irma Gómez Díaz,Irarrázabal 7,Hualpén,Residencial,2013-05-05
CL-00300,Alejandro Manuel Salas Herrera,Calle Mathias Luna 9,Concepción,Residencial,2022-03-11
CL-00301,Nadia Sierra López,Soledad López 3014,Concepción,Comercial,2023-04-14
CL-00302,Felipe Cáceres Vargas,Los Calafates 3023 Piso 4,Talcahuano,Residencial,2017-03-25
CL-00303,Sebastián Sergio Durán Valenzuela,Av. Paulina Valencia 8850,Talcahuano,Residencial,2019-03-18
CL-00304,Martina Blanca Herrera Solís,Arturo Prat 863,Hualpén,Residencial,2023-04-08
CL-00305,Victoria Fernanda González Saldías,Las Manzanillas 6162 Dpto. 7965,Chiguayante,Residencial,2013-07-16
CL-00306,Sofía Rivera,Los Aromos 19,San Pedro de la Paz,Residencial,2017-07-12
CL-00307,Jesus Lucas Pizarro Alvarado,Patricia Reyes 780,Talcahuano,Residencial,2019-08-20
CL-00308,Rossana Mariela Baeza Bravo,Calle Catalina Castillo 356,Talcahuano,Residencial,2014-04-23
CL-00309,Jorge Paredes Díaz,Calle Sergio Faúndez 7622 Of. 881,Chiguayante,Residencial,2024-06-24
CL-00310,Margarita Meléndez Zapata,Avenida Manuel Antonio Matta 7298 Of. 8707,Concepción,Residencial,2021-08-21
CL-00311,Daniel Rodolfo Jara-Parraguez Mardones,Calle Las Mandarinas 997,Talcahuano,Residencial,2016-10-01
CL-00312,Oscar José López Núñez,Las Manzanillas 3851 Piso 28,Concepción,Residencial,2015-03-24
CL-00313,Tomás Jaime Carrasco Cabrera,Calle Los Copihues 838,Concepción,Residencial,2021-06-07
CL-00314,Franco Gómez-Núñez,Calle Arturo Prat 67 Dpto. 7595,San Pedro de la Paz,Residencial,2014-04-15
CL-00315,Vanessa Marcela Zamorano Bravo,Pedro Álvarez 575,Chiguayante,Residencial,2017-03-13
CL-00316,Karina Lilian Valencia-Alfaro González,Ana Canales 363,Hualpén,Comercial,2012-04-11
CL-00317,Gaspar Carrillo,Juan Gálvez 664,Talcahuano,Residencial,2014-04-10
CL-00318,Karina Hernández Troncoso,Francisca Jaramillo 88 Dpto. 115,Concepción,Residencial,2014-02-17
CL-00319,Carolina Zapata,Padre Alberto Hurtado 1466,Concepción,Residencial,2018-07-27
CL-00320,Luis González,Avda. Las Mandarinas 26,Concepción,Residencial,2023-10-12
CL-00321,Alonso Eduardo Suárez Gamboa,Valentina Tapia 630,Talcahuano,Residencial,2025-03-19
CL-00322,María López Castillo,Avda. Paulina Ibarra 94 Of. 709,Chiguayante,Residencial,2021-03-21
CL-00323,Mauricio Herrera Hernández,Calle Los Encinos 5624 Piso 29,Hualpén,Residencial,2016-03-25
CL-00324,Cecilia Solange Moraga Cuevas,Calle Verónica Díaz 7979,Concepción,Residencial,2021-04-10
CL-00325,Catalina Valenzuela Bustamante,Sergio Quinteros 8555 Dpto. 77,San Pedro de la Paz,Residencial,2020-12-28
CL-00326,Matías Sebastián Castillo-Mendoza Cortés,Calle Las Maravillas 81 Of. 4515,Chiguayante,Residencial,2024-05-10
CL-00327,Domingo Sánchez,Los Aromos 329 Of. 7591,Talcahuano,Residencial,2013-06-22
CL-00328,Héctor Olmos Peralta,Rubén Carrera 782 Of. 711,Hualpén,Comercial,2015-07-30
CL-00329,Sandra Fernández,Calle Diego Barros Arana 96,Talcahuano,Residencial,2012-11-16
CL-00330,Teresa Valentina Jiménez Fuentes,Lautaro 694 Piso 91,Concepción,Residencial,2015-08-04
CL-00331,Hilda López,Av. Nicole Cáceres 37 Dpto. 864,Talcahuano,Industrial,2013-09-08
CL-00332,Francisca Chávez Carvajal,Calle Picarte 7,Chiguayante,Residencial,2017-03-11
CL-00333,Pamela Yolanda Rodríguez Córdova,Avenida Esmeralda 719,Concepción,Residencial,2018-04-07
CL-00334,Edison Orellana Orrego,Las Rosas 1715,Concepción,Residencial,2012-12-25
CL-00335,Javiera Yanira García Pacheco,Jaime Ramírez 67 Of. 832,Concepción,Residencial,2012-08-05
CL-00336,Luisa Nancy Cárcamo Bello,Calle Hans Castillo 839 Dpto. 327,Concepción,Residencial,2016-01-06
CL-00337,Danitza Patricia Garay Olate,Las Mandarinas 1,Chiguayante,Residencial,2019-10-13
CL-00338,Eliseo Andy Belmar Jerez,Lynch 71,Chiguayante,Residencial,2013-07-10
CL-00339,Luis Zárate Fernández,Luis Carrillo 880 Piso 70,Talcahuano,Comercial,2012-11-16
CL-00340,Nicole Sabina Monsalve Pizarro,Gabriela Mistral 77,Concepción,Residencial,2023-07-30
CL-00341,Carlos Mario Castro Flores,Calle Eusebio Lillo 75,Talcahuano,Residencial,2017-06-25
CL-00342,Maite Riveros Torres,Pasaje Domingo Castillo 4177 Piso 85,Talcahuano,Residencial,2015-01-14
CL-00343,Judith Moreno,Las Manzanillas 3490 Dpto. 84,Concepción,Residencial,2023-06-03
CL-00344,Jorge Morales García,Emilia Álvarez 52 Piso 37,Talcahuano,Residencial,2018-10-23
CL-00345,Víctor Marcos Villa Tapia,Avenida Christopher Castro 3394,Talcahuano,Comercial,2013-05-05
CL-00346,Magdalena Mercedes Rojas Contreras,Calle Los Girasoles 78,Hualpén,Residencial,2023-06-24
CL-00347,Oscar Enzo Retamal Herrera,Fanny Ossandón 698 Of. 856,Hualpén,Residencial,2015-06-06
CL-00348,Matías Cabrera,Calle Héctor Chávez 4343 Dpto. 49,Concepción,Residencial,2011-12-25
CL-00349,Carlos Emilio Salas Zúñiga,Los Lirios 408 Of. 1352,Talcahuano,Comercial,2016-01-05
CL-00350,Lorena Rocío Espinoza Valenzuela,Juan Paredes 181 Piso 9,Hualpén,Residencial,2023-09-15
CL-00351,María Saavedra,Avda. Los Abedules 833,Talcahuano,Residencial,2019-10-04
CL-00352,Elena María Guerrero Yáñez,Psje. Manuel Rodríguez 9312,Chiguayante,Residencial,2014-02-12
CL-00353,Martina Sara Contreras Fuentes,Calle Manuel Rodríguez 87 Dpto. 280,Hualpén,Comercial,2014-01-02
CL-00354,Agustina Bernarda Aguilera Moreno,Calle Manuel Baquedano 8939 Piso 9,Concepción,Residencial,2016-10-02
CL-00355,Vicente Alexander Cárcamo Campos,Avda. Manuel Montt 197 Piso 86,Concepción,Comercial,2013-06-30
CL-00356,Susana Muñoz Vergara,Los Aromos 944,Hualpén,Residencial,2011-12-04
CL-00357,Ítalo Díaz-Saldivia,Manuel Rodríguez 247,Concepción,Residencial,2024-12-27
CL-00358,Alfredo Luciano Videla Ríos,Los Cactus 3877,Hualpén,Residencial,2021-11-20
CL-00359,Sergio Leyton-Villagra,Avda. Santa Rosa 3758,San Pedro de la Paz,Residencial,2022-02-22
CL-00360,Iván Ortega Ojeda,Avda. Santa María 858,Hualpén,Residencial,2023-06-11
CL-00361,Martín Mauricio Lobos Araya,Pasaje Los Encinos 325,Talcahuano,Residencial,2013-02-18
CL-00362,Matías Jonathan Navarrete Palma,Colo Colo 925,Hualpén,Residencial,2014-06-13
CL-00363,Alejandra Margarita Rocha Valencia,Amalia Oyarzún 6474 Dpto. 6545,Talcahuano,Residencial,2019-01-07
CL-00364,Pablo Gaete,Paula Olivares 16 Piso 5,Talcahuano,Residencial,2014-06-20
CL-00365,Javiera Ana Muñoz Arriagada,Calle Las Manzanillas 1445 Piso 66,San Pedro de la Paz,Industrial,2019-08-08
CL-00366,Nelly Gloria Reyes Espinoza,Avenida Teresa Sánchez 8257,Talcahuano,Comercial,2014-03-26
CL-00367,Anahí Juana Zamorano Canales,Michimalonco 1996,San Pedro de la Paz,Residencial,2020-07-10
CL-00368,Fabián García Gómez,Avenida Manuel Rodríguez 841,San Pedro de la Paz,Residencial,2016-08-18
CL-00369,Francisco Gómez Rojas,Calle Manuel Bulnes 59,Concepción,Residencial,2018-10-11
CL-00370,Herminia Méndez,Juan Gutiérrez 948,Concepción,Residencial,2024-11-29
CL-00371,Steven Edmundo Cifuentes Márquez,Calle Lautaro 65 Piso 3,Concepción,Residencial,2013-03-04
CL-00372,Carlos Daniel Mardones Godoy,Los Palmitos 553 Piso 9,Concepción,Residencial,2014-07-18
CL-00373,Roxana Millaray Lorca Toro,Avenida Irarrázabal 90,Concepción,Residencial,2014-12-11
CL-00374,Rosa Gutiérrez Fuentes,Héctor Poblete 9,Hualpén,Residencial,2019-11-28
CL-00375,Krishna Soto,Javier Venegas 219 Of. 318,Concepción,Residencial,2016-03-27
CL-00376,Carmen Graciela Cerda Cea,Belén Ramírez 8647 Of. 225,Concepción,Residencial,2023-07-30
CL-00377,Alex Bustamante Jiménez,Los Girasoles 16 Piso 19,Chiguayante,Residencial,2021-01-18
CL-00378,Genoveva María Rocha Valladares,Calle Manuel Rodríguez 9395 Piso 33,Concepción,Residencial,2016-03-15
CL-00379,Mario Gutiérrez-Cerda,Calle Jorge González 902,Chiguayante,Residencial,2014-07-28
CL-00380,David Carrillo,Calle José Miguel Carrera 334 Piso 4,Concepción,Residencial,2014-02-20
CL-00381,Rodrigo Cristian Valdés Vidal,Arturo Prat 27,Concepción,Residencial,2017-02-18
CL-00382,Fernando Olguín-Lorca Miranda,Calle Lautaro 16 Piso 47,Hualpén,Comercial,2022-05-09
CL-00383,Francisco Morales Vargas,Pedro Montt 9289,Hualpén,Residencial,2015-09-17
CL-00384,Florencia Sepúlveda Carrasco,Avda. Luis Ruiz 456,San Pedro de la Paz,Residencial,2017-09-26
CL-00385,Javier Ojeda,Avda. Lord Cochrane 1170,Chiguayante,Residencial,2022-08-22
CL-00386,Catherine Esmeralda Cuevas Leiva,Manuel Antonio Matta 741 Of. 2438,Chiguayante,Residencial,2013-12-18
CL-00387,Carlos Jorquera Ruiz,Avda. Los Pinos 1329,Concepción,Residencial,2019-09-17
CL-00388,Lucía María Muñoz Arce,Carlos Meza 40,Concepción,Residencial,2017-07-23
CL-00389,Diana Zúñiga Garcés,Las Rosas 36 Dpto. 282,Chiguayante,Residencial,2014-03-31
CL-00390,José Yáñez Miranda,Calle Manuel Rodríguez 649,Chiguayante,Industrial,2013-12-21
CL-00391,Trinidad Escobar Ruiz,Calle Los Alerces 9260,San Pedro de la Paz,Residencial,2012-04-20
CL-00392,José Carvajal Sánchez,Pía Hernández 7531 Dpto. 7317,Talcahuano,Residencial,2022-11-18
CL-00393,Marianela Elsa Plaza Oyarce,Calle Los Naranjos 2859,Talcahuano,Residencial,2024-11-06
CL-00394,Luis Francisco Pino Zamorano,Las Mandarinas 49 Dpto. 38,Chiguayante,Residencial,2015-01-02
CL-00395,Héctor Eduardo Poblete Cavieres,Avda. Matta 41,Talcahuano,Residencial,2022-01-16
CL-00396,Dante Ojeda Cabello,Calle Las Maravillas 9798,San Pedro de la Paz,Residencial,2020-06-14
CL-00397,Marta Olga Rojas González,Calle Héctor Morales 70 Of. 303,Chiguayante,Residencial,2018-03-03
CL-00398,Patricio Segundo Mora Lizama,Av. Manuel Rodríguez 809,Talcahuano,Residencial,2024-03-16
CL-00399,José Cristian Mellado Matus,Esmeralda 79 Piso 53,Chiguayante,Residencial,2023-01-12
CL-00400,Juan Edison Madrid Poblete,Avda. Picarte 8245 Of. 6712,Chiguayante,Residencial,2015-05-31
CL-00401,Felipe Barriga,Ramón Picarte 3 Dpto. 37,Concepción,Residencial,2019-07-23
CL-00402,Emma Campos Díaz,Av. Matías Alarcón 2 Of. 926,San Pedro de la Paz,Residencial,2020-06-15
CL-00403,Rolando Sergio Hurtado Carrasco,Avda. Javiera Quiroz 929,Talcahuano,Residencial,2016-08-02
CL-00404,Marisa Flor Cárdenas Cepeda,Rodrigo Araya 38,Chiguayante,Residencial,2020-03-30
CL-00405,Angelo Miguel Manríquez Luengo,Calle Carlos Ulloa 728 Dpto. 5940,Talcahuano,Residencial,2023-03-01
CL-00406,José Sánchez Montes,Los Lirios 5401 Of. 484,San Pedro de la Paz,Residencial,2016-07-11
CL-00407,Lina Laura Ávila Villalobos,Camilo Henríquez 723,Talcahuano,Comercial,2023-03-24
CL-00408,Rodolfo Villegas Pérez,Manuel Antonio Matta 5513,Concepción,Residencial,2012-10-29
CL-00409,Hugo Mancilla Cortés,Bernardo O'Higgins 1245,San Pedro de la Paz,Residencial,2021-03-05
CL-00410,Felipe Rodrigo Sánchez López,Felipe Rodríguez 873,Concepción,Residencial,2025-07-02
CL-00411,David Eduardo González Rivera,Calle Ramón Carnicer 7540 Piso 71,Concepción,Residencial,2025-04-14
CL-00412,Benjamín Vega Álvarez,Las Araucarias 6811,San Pedro de la Paz,Comercial,2017-03-14
CL-00413,Axel Clemente Videla Velásquez,Las Malvas 76,San Pedro de la Paz,Industrial,2022-12-08
CL-00414,Luis Benjamín Medina Díaz,Av. Bilbao 68,Hualpén,Residencial,2019-06-02
CL-00415,Alejandro Juan Valenzuela Valenzuela,Camino Los Piñones 8739 Dpto. 2996,Hualpén,Residencial,2012-06-20
CL-00416,Catalina Rodríguez Tapia,Jacqueline Pozo 291 Of. 4117,Talcahuano,Residencial,2018-05-15
CL-00417,Valeria Sylvia Carrasco Núñez,Calle Lautaro 99 Dpto. 66,Concepción,Comercial,2024-02-06
CL-00418,Rose López,Avenida Manuel Rodríguez 5607,Talcahuano,Residencial,2024-12-25
CL-00419,Manuel Herrera,Gabriela Mistral 5 Piso 80,Hualpén,Residencial,2016-09-18
CL-00420,Sandra Meza,Calle Jean Guerrero 8652 Dpto. 555,Chiguayante,Residencial,2014-12-27
CL-00421,Francisca Vera Mamani,Avenida José Miguel Carrera 563,Chiguayante,Residencial,2020-06-29
CL-00422,Marcelo Cristóbal Navarrete Zapata,Gabriela Mistral 352 Piso 0,Chiguayante,Residencial,2012-05-21
CL-00423,Gabriela Pereira,Fernanda Yáñez 948,Concepción,Residencial,2024-05-13
CL-00424,Ángel Moisés Santander Salazar,Ramón Carnicer 5196,Talcahuano,Residencial,2017-05-15
CL-00425,Francisca Correa Valdebenito,Los Aromos 561,Concepción,Residencial,2013-01-05
CL-00426,Barbara Josefa Ortiz Salinas,Los Copihues 903,Talcahuano,Residencial,2018-02-27
CL-00427,Viviana Opazo Figueroa,Calle Los Palmitos 43,Talcahuano,Residencial,2025-06-08
CL-00428,Ingrid María Manríquez Correa,Las Margaritas 12,San Pedro de la Paz,Residencial,2014-08-10
CL-00429,José Guevara Concha,Psje. Noelia Escobar 488 Piso 72,Talcahuano,Residencial,2017-03-14
CL-00430,Genaro Garrido González,Lautaro 6553 Of. 3514,Concepción,Residencial,2019-09-06
CL-00431,Roberto Guillermo Venegas Saavedra,Camino Alberto Hurtado 419,Concepción,Residencial,2016-09-24
CL-00432,Guillermo Cárdenas Vergara,Moisés Araya 8079 Piso 29,Chiguayante,Residencial,2015-07-31
CL-00433,Pablo Andy Contreras Arredondo,Calle Las Rosas 2572,Hualpén,Residencial,2017-09-20
CL-00434,Vicente Manuel Escobar Aravena,Psje. Bilbao 80 Piso 42,Concepción,Residencial,2025-06-07
CL-00435,Felipe Gómez Briones,Calle Las Maravillas 7398 Dpto. 189,Concepción,Residencial,2015-05-01
CL-00436,Gonzalo Concha,Rosa Veas 386 Of. 333,Chiguayante,Residencial,2022-03-30
CL-00437,Víctor Torres-Martínez Bustamante,Las Mandarinas 7116,Concepción,Residencial,2017-08-14
CL-00438,Isabel Patricia Delgado Garrido,Manuel Baquedano 22 Piso 5,Chiguayante,Residencial,2015-12-27
CL-00439,Jorge Farías Vega,Calle Los Abedules 2335 Piso 7,Chiguayante,Residencial,2014-10-21
CL-00440,Soledad Bernarda Díaz Rodríguez,Av. Arturo Prat 351 Dpto. 780,Concepción,Residencial,2014-06-16
CL-00441,Verónica Gabriela Vargas Cartes,Av. Las Rosas 412 Of. 397,Concepción,Residencial,2019-09-01
CL-00442,Marisol Arias Toledo,Av. Caupolicán 972 Dpto. 70,San Pedro de la Paz,Residencial,2021-03-10
CL-00443,Andrés Román,Calle Las Maravillas 8821 Dpto. 8892,Talcahuano,Residencial,2024-07-02
CL-00444,Julia María López Contreras,Juan Valenzuela 1736,Talcahuano,Residencial,2013-04-27
CL-00445,Ángel Jaime Olivares López,Pasaje Los Copihues 29 Of. 9159,Chiguayante,Residencial,2020-05-30
CL-00446,Hugo Ángel Ríos Adasme,Calle Los Lirios 74,San Pedro de la Paz,Residencial,2022-04-05
CL-00447,Claudia Verónica Peña Rojas,Los Carrera 671 Of. 7798,San Pedro de la Paz,Residencial,2019-04-05
CL-00448,Luis Bernardo Rojo Yáñez,Calle Arturo Prat 94 Dpto. 50,Chiguayante,Residencial,2016-04-14
CL-00449,Pamela Riffo Ruiz,Portales 1 Of. 968,Talcahuano,Residencial,2015-01-14
CL-00450,Máximo Sebastián Sánchez Ortega,Pasaje Arturo Prat 63 Dpto. 37,Concepción,Residencial,2015-08-05
CL-00451,René Alfredo Ramos Contreras,Domingo Santa María 40,Chiguayante,Residencial,2023-10-28
CL-00452,Bernardo Bravo Beltrán,Camino John Miranda 30 Dpto. 7493,Talcahuano,Residencial,2021-06-09
CL-00453,Joaquín Olea Rodríguez,Alonso de Ercilla 56 Dpto. 174,Talcahuano,Residencial,2025-05-25
CL-00454,Marcela Dinamarca Peña,Avenida Francisco Villarroel 9712 Piso 72,San Pedro de la Paz,Residencial,2018-06-15
CL-00455,Claudio Inzunza,Sebastián Quintana 2163 Of. 373,Concepción,Industrial,2019-10-31
CL-00456,Pilar Macarena Rivera Ahumada,Los Helechos 2062 Of. 7138,Talcahuano,Comercial,2015-09-16
CL-00457,Claudia Sofía Castillo Rojas,Las Hortensias 48,Concepción,Residencial,2016-04-13
CL-00458,Martín Benjamín Retamal Álvarez,Arturo Prat 3254,Talcahuano,Residencial,2012-09-07
CL-00459,Ramon Ávila,Los Encinos 70 Piso 92,Concepción,Residencial,2020-07-06
CL-00460,Segundo Vicencio,Calle Catalina Correa 471,Concepción,Residencial,2023-08-17
CL-00461,Rosa Seguel,Carlos Guerrero 9116 Of. 3096,Concepción,Residencial,2021-04-23
CL-00462,Jesús Vallejos Concha,Pasaje Hernán González 2069,Hualpén,Residencial,2017-05-25
CL-00463,Carmen Zúñiga Peña,Calle Arturo Prat 779,Chiguayante,Residencial,2014-04-16
CL-00464,María Moreno,Andrea Trujillo 6794 Of. 3779,Hualpén,Residencial,2020-04-17
CL-00465,Rodrigo Medel,Calle Adriana Torres 5 Dpto. 550,San Pedro de la Paz,Residencial,2024-07-29
CL-00466,Arturo Antonio Canales Navarro,Los Digitales 48,Talcahuano,Residencial,2016-01-28
CL-00467,María Blanca Espinoza Garrido,Av. Diego Jaque 867 Piso 66,Concepción,Residencial,2014-07-07
CL-00468,Jesús Miguel Acuña Mora,Caupolicán 4833 Of. 4398,San Pedro de la Paz,Residencial,2020-10-08
CL-00469,Julieta María Soto Barra,Caupolicán 9271 Of. 774,Concepción,Residencial,2017-04-16
CL-00470,Thomas Claudio González Prado,Calle Vania Villalobos 36,San Pedro de la Paz,Residencial,2016-02-20
CL-00471,Luis Calderón Martínez,Avenida Gabriela Mistral 349 Of. 469,Concepción,Residencial,2022-01-10
CL-00472,Magdalena Francisca Miranda Fierro,Los Aromos 82 Piso 9,San Pedro de la Paz,Residencial,2014-12-27
CL-00473,Matías Ramón Reyes León,Calle Alonso de Ercilla 4155,Concepción,Residencial,2019-08-18
CL-00474,Josefa Rosa Araya Ávila,Calle María Marín 3775,San Pedro de la Paz,Residencial,2017-04-27
CL-00475,Alfonso Zenteno Romero,Calle Las Azucenas 2226 Of. 3965,Talcahuano,Residencial,2012-12-15
CL-00476,Sergio Christian Rodríguez Herrera,Avenida Caupolicán 8026,San Pedro de la Paz,Comercial,2021-10-08
CL-00477,Solange Soledad López Encina,Los Abedules 69 Piso 9,Concepción,Residencial,2013-08-07
CL-00478,José Álvaro Guzmán Cárcamo,Psje. Los Copihues 651 Dpto. 722,Talcahuano,Residencial,2019-06-16
CL-00479,Pamela Raquel Duarte Pérez,Psje. Verónica Ahumada 61,San Pedro de la Paz,Comercial,2019-10-20
CL-00480,Guillermo Molina Pineda,Avenida Las Rosas 6 Piso 93,Talcahuano,Residencial,2014-11-06
CL-00481,Pedro Juan Paredes Arriagada,Los Pinos 40,Hualpén,Residencial,2020-01-21
CL-00482,Raquel Bastías Correa,Calle Los Digitales 6471 Of. 102,Hualpén,Residencial,2023-12-28
CL-00483,Jaime Samuel Gómez Rojas,Portales 704 Piso 75,Talcahuano,Residencial,2019-03-10
CL-00484,Nicole Contreras,Psje. Camilo Paredes 841 Of. 915,Hualpén,Residencial,2020-09-27
CL-00485,Luz Sobarzo Aracena,Av. Luis Díaz 429,Hualpén,Residencial,2017-05-09
CL-00486,Nadia Maite Bravo Guerra,Calle Alonso de Ercilla 29,San Pedro de la Paz,Residencial,2016-07-02
CL-00487,Alexandra González,Isabella Montenegro 251,Concepción,Residencial,2014-09-07
CL-00488,José Luis Arenas Salinas,Calle Rubén Pérez 4106,Concepción,Residencial,2024-10-14
CL-00489,Pamela Beatriz Pérez Alvarado,Avda. Gabriela Mistral 437,San Pedro de la Paz,Residencial,2012-09-14
CL-00490,Fernanda Karen Fuentes Parada,Roxana Pizarro 19 Piso 2,San Pedro de la Paz,Residencial,2017-01-18
CL-00491,Tamara Cynthia Zapata Díaz,Psje. Cristian Martinez 231,Talcahuano,Residencial,2022-06-25
CL-00492,Mireya Rojas Pérez,Av. Marcos Araya 794,Hualpén,Residencial,2020-09-19
CL-00493,Tomás Matías Abarca Abarca,Calle Matilda Mansilla 344 Dpto. 601,Concepción,Residencial,2021-04-06
CL-00494,Gustavo Martínez Bascuñán,Avenida Manuel Montt 2 Piso 29,Concepción,Residencial,2012-10-10
CL-00495,Clara Hernández Silva,Los Aromos 67 Piso 64,Talcahuano,Residencial,2014-12-19
CL-00496,Jazmín Alexandra Muñoz Ibáñez,Calle María Rivera 775,Talcahuano,Residencial,2018-07-01
CL-00497,Rafael Ignacio Díaz Aguilera,Los Lirios 3660 Piso 6,Hualpén,Comercial,2014-06-15
CL-00498,Marcelo Rodrigo Castro Rodríguez,Arturo Prat 32 Of. 223,Concepción,Residencial,2013-05-15
CL-00499,Daniela Salinas Muñoz,Los Higos 7307 Dpto. 448,San Pedro de la Paz,Residencial,2012-05-13
CL-00500,Bárbara Mónica Sepúlveda Letelier,Flor Alarcón 82 Of. 205,San Pedro de la Paz,Residencial,2021-03-19
CL-00501,Yaritza Abarca Olivares,Las Hortensias 4387 Piso 7,Hualpén,Residencial,2022-05-22
